# reactions: 4
Time	S1	S2	S3	Fired Reaction
6.045802056181869e-05	98849.0	573.0	0.0	 2
6.072743358945581e-05	98847.0	574.0	0.0	 2
6.08587343133197e-05	98845.0	575.0	0.0	 2
6.100296391931049e-05	98843.0	576.0	0.0	 2
6.114110069481771e-05	98841.0	577.0	0.0	 2
6.115260425806821e-05	98839.0	578.0	0.0	 2
6.116714810918882e-05	98837.0	579.0	0.0	 2
6.120890967496093e-05	98835.0	580.0	0.0	 2
6.12579586302442e-05	98833.0	581.0	0.0	 2
6.132044585044821e-05	98831.0	582.0	0.0	 2
6.14143843304563e-05	98829.0	583.0	0.0	 2
6.152741959175738e-05	98827.0	584.0	0.0	 2
6.163629755684209e-05	98825.0	585.0	0.0	 2
6.203863771440917e-05	98823.0	586.0	0.0	 2
6.208750505875007e-05	98821.0	587.0	0.0	 2
6.219483638207667e-05	98819.0	588.0	0.0	 2
6.219650593383955e-05	98817.0	589.0	0.0	 2
6.224826166626715e-05	98815.0	590.0	0.0	 2
6.235513157727115e-05	98813.0	591.0	0.0	 2
6.237123589337202e-05	98811.0	592.0	0.0	 2
6.242564108924796e-05	98809.0	593.0	0.0	 2
6.243551478122529e-05	98807.0	594.0	0.0	 2
6.243821662305199e-05	98805.0	595.0	0.0	 2
6.244239730151207e-05	98803.0	596.0	0.0	 2
6.24914114324431e-05	98801.0	597.0	0.0	 2
6.256194642252459e-05	98799.0	598.0	0.0	 2
6.268187180964529e-05	98797.0	599.0	0.0	 2
6.284711866548924e-05	98795.0	600.0	0.0	 2
6.2993344982783e-05	98793.0	601.0	0.0	 2
6.301355132573028e-05	98791.0	602.0	0.0	 2
6.307642544513114e-05	98789.0	603.0	0.0	 2
6.312044208948301e-05	98787.0	604.0	0.0	 2
6.34636161793584e-05	98785.0	605.0	0.0	 2
6.355938170112125e-05	98783.0	606.0	0.0	 2
6.377932809240829e-05	98781.0	607.0	0.0	 2
6.378525233843307e-05	98779.0	608.0	0.0	 2
6.387752445928873e-05	98777.0	609.0	0.0	 2
6.399156405230958e-05	98775.0	610.0	0.0	 2
6.399778967917168e-05	98773.0	611.0	0.0	 2
6.408091642304296e-05	98771.0	612.0	0.0	 2
6.420858001002703e-05	98769.0	613.0	0.0	 2
6.425223852944985e-05	98767.0	614.0	0.0	 2
6.429750022533744e-05	98765.0	615.0	0.0	 2
6.433504304193913e-05	98763.0	616.0	0.0	 2
6.441058392155244e-05	98761.0	617.0	0.0	 2
6.441654903534018e-05	98759.0	618.0	0.0	 2
6.456580811626428e-05	98757.0	619.0	0.0	 2
6.47126452152153e-05	98756.0	619.0	0.0	 1
6.472999111329725e-05	98754.0	620.0	0.0	 2
6.484391122311706e-05	98752.0	621.0	0.0	 2
6.538215511546596e-05	98750.0	622.0	0.0	 2
6.538800736876706e-05	98748.0	623.0	0.0	 2
6.54260113612378e-05	98746.0	624.0	0.0	 2
6.546074760080911e-05	98744.0	625.0	0.0	 2
6.553533795747231e-05	98742.0	626.0	0.0	 2
6.583347529152072e-05	98740.0	627.0	0.0	 2
6.585033615768283e-05	98738.0	628.0	0.0	 2
6.586549618225854e-05	98736.0	629.0	0.0	 2
6.601040495630432e-05	98734.0	630.0	0.0	 2
6.602219198917243e-05	98732.0	631.0	0.0	 2
6.61191676575575e-05	98730.0	632.0	0.0	 2
6.623038074051757e-05	98728.0	633.0	0.0	 2
6.623106409269708e-05	98726.0	634.0	0.0	 2
6.63185080297049e-05	98724.0	635.0	0.0	 2
6.632339445042348e-05	98722.0	636.0	0.0	 2
6.63857688283391e-05	98720.0	637.0	0.0	 2
6.652914526845811e-05	98718.0	638.0	0.0	 2
6.659276144052045e-05	98716.0	639.0	0.0	 2
6.675415627917733e-05	98715.0	639.0	0.0	 1
6.690578638628877e-05	98713.0	640.0	0.0	 2
6.729005914586537e-05	98711.0	641.0	0.0	 2
6.737105320273574e-05	98709.0	642.0	0.0	 2
6.74130280469424e-05	98707.0	643.0	0.0	 2
6.771359393590838e-05	98705.0	644.0	0.0	 2
6.777884557092484e-05	98703.0	645.0	0.0	 2
6.791280294639504e-05	98701.0	646.0	0.0	 2
6.793416058381545e-05	98699.0	647.0	0.0	 2
6.794621092313932e-05	98697.0	648.0	0.0	 2
6.794992723420803e-05	98695.0	649.0	0.0	 2
6.795073838600136e-05	98693.0	650.0	0.0	 2
6.826514616853368e-05	98691.0	651.0	0.0	 2
6.837341086433453e-05	98689.0	652.0	0.0	 2
6.849604676319824e-05	98687.0	653.0	0.0	 2
6.853333039830319e-05	98685.0	654.0	0.0	 2
6.854977223020429e-05	98683.0	655.0	0.0	 2
6.855521938190851e-05	98681.0	656.0	0.0	 2
6.877640997264415e-05	98679.0	657.0	0.0	 2
6.881166275038402e-05	98677.0	658.0	0.0	 2
6.901410779750894e-05	98675.0	659.0	0.0	 2
6.905744113259343e-05	98673.0	660.0	0.0	 2
6.91516079967066e-05	98671.0	661.0	0.0	 2
6.932213163730121e-05	98669.0	662.0	0.0	 2
6.9394299392824e-05	98667.0	663.0	0.0	 2
6.941792285648335e-05	98665.0	664.0	0.0	 2
6.942627246373808e-05	98663.0	665.0	0.0	 2
6.943952693291253e-05	98661.0	666.0	0.0	 2
6.952674506681052e-05	98659.0	667.0	0.0	 2
6.959993134758159e-05	98657.0	668.0	0.0	 2
6.962464509247738e-05	98655.0	669.0	0.0	 2
6.973885610530992e-05	98653.0	670.0	0.0	 2
6.981656183571343e-05	98651.0	671.0	0.0	 2
6.989725171498334e-05	98649.0	672.0	0.0	 2
6.996274054589192e-05	98647.0	673.0	0.0	 2
6.998349234292633e-05	98645.0	674.0	0.0	 2
7.018799521119038e-05	98643.0	675.0	0.0	 2
7.021406176958695e-05	98641.0	676.0	0.0	 2
7.02596688371698e-05	98639.0	677.0	0.0	 2
