# reactions: 4
Time	S1	S2	S3	Fired Reaction
1.7703534510051908e-05	99647.0	176.0	0.0	 2
1.7727750306737207e-05	99645.0	177.0	0.0	 2
1.7910388713076328e-05	99643.0	178.0	0.0	 2
1.7919384250179752e-05	99641.0	179.0	0.0	 2
1.820753242143795e-05	99639.0	180.0	0.0	 2
1.824710515164566e-05	99637.0	181.0	0.0	 2
1.8360491742952907e-05	99635.0	182.0	0.0	 2
1.840849243968319e-05	99633.0	183.0	0.0	 2
1.8480976968465684e-05	99631.0	184.0	0.0	 2
1.8606483302031575e-05	99629.0	185.0	0.0	 2
1.8736839881631844e-05	99627.0	186.0	0.0	 2
1.886217201833325e-05	99625.0	187.0	0.0	 2
1.8944929465771903e-05	99623.0	188.0	0.0	 2
1.8996489526784203e-05	99621.0	189.0	0.0	 2
1.905721157465652e-05	99619.0	190.0	0.0	 2
1.909833386435876e-05	99617.0	191.0	0.0	 2
1.9107455290682524e-05	99615.0	192.0	0.0	 2
1.919325969142883e-05	99613.0	193.0	0.0	 2
1.9270836583132443e-05	99611.0	194.0	0.0	 2
1.9287862212724022e-05	99609.0	195.0	0.0	 2
1.938919949208639e-05	99607.0	196.0	0.0	 2
1.9455998520559652e-05	99605.0	197.0	0.0	 2
1.9607574437490065e-05	99603.0	198.0	0.0	 2
1.9696868047896095e-05	99601.0	199.0	0.0	 2
1.9738468478449193e-05	99599.0	200.0	0.0	 2
1.9781176214856077e-05	99597.0	201.0	0.0	 2
1.98144301452003e-05	99595.0	202.0	0.0	 2
2.010994710719868e-05	99593.0	203.0	0.0	 2
2.0148980601888106e-05	99591.0	204.0	0.0	 2
2.017895883760266e-05	99589.0	205.0	0.0	 2
2.021352298571735e-05	99587.0	206.0	0.0	 2
2.029683019321135e-05	99585.0	207.0	0.0	 2
2.0317645522941164e-05	99583.0	208.0	0.0	 2
2.0577071585510495e-05	99581.0	209.0	0.0	 2
2.063240243436358e-05	99579.0	210.0	0.0	 2
2.0639053180567836e-05	99577.0	211.0	0.0	 2
2.064211824750382e-05	99575.0	212.0	0.0	 2
2.0730062151582607e-05	99573.0	213.0	0.0	 2
2.0808839247581496e-05	99571.0	214.0	0.0	 2
2.0965205434126873e-05	99569.0	215.0	0.0	 2
2.097855943695981e-05	99567.0	216.0	0.0	 2
2.105597794201274e-05	99565.0	217.0	0.0	 2
2.13829056378118e-05	99563.0	218.0	0.0	 2
2.1464004575685015e-05	99561.0	219.0	0.0	 2
2.1719308457176156e-05	99559.0	220.0	0.0	 2
2.173133705235166e-05	99557.0	221.0	0.0	 2
2.1842610057647284e-05	99555.0	222.0	0.0	 2
2.1895991857223198e-05	99553.0	223.0	0.0	 2
2.1956094313598213e-05	99551.0	224.0	0.0	 2
2.233106444884891e-05	99549.0	225.0	0.0	 2
2.2341120184162246e-05	99547.0	226.0	0.0	 2
2.2832131351980217e-05	99545.0	227.0	0.0	 2
2.2840191678266336e-05	99543.0	228.0	0.0	 2
2.2862508885116838e-05	99541.0	229.0	0.0	 2
2.3004521693359524e-05	99539.0	230.0	0.0	 2
2.3169641817050005e-05	99537.0	231.0	0.0	 2
2.3247471250628465e-05	99535.0	232.0	0.0	 2
2.3296222014522403e-05	99533.0	233.0	0.0	 2
2.343985763679892e-05	99531.0	234.0	0.0	 2
2.3602918503455154e-05	99529.0	235.0	0.0	 2
2.3668275844467498e-05	99527.0	236.0	0.0	 2
2.373641291714834e-05	99525.0	237.0	0.0	 2
2.378384962543525e-05	99523.0	238.0	0.0	 2
2.3859147018924066e-05	99521.0	239.0	0.0	 2
2.388337808887894e-05	99519.0	240.0	0.0	 2
2.3917537447997326e-05	99517.0	241.0	0.0	 2
2.4093436383065152e-05	99515.0	242.0	0.0	 2
2.417627123292494e-05	99513.0	243.0	0.0	 2
2.431719415487994e-05	99511.0	244.0	0.0	 2
2.443510094274062e-05	99509.0	245.0	0.0	 2
2.4448176294787874e-05	99507.0	246.0	0.0	 2
2.479422372711913e-05	99505.0	247.0	0.0	 2
2.4847887166394358e-05	99503.0	248.0	0.0	 2
2.504663299289228e-05	99501.0	249.0	0.0	 2
2.5198513918361163e-05	99499.0	250.0	0.0	 2
2.52889312372141e-05	99497.0	251.0	0.0	 2
2.5350507606233206e-05	99495.0	252.0	0.0	 2
2.5355297719353884e-05	99493.0	253.0	0.0	 2
2.5379058093094244e-05	99491.0	254.0	0.0	 2
2.5413010975385113e-05	99489.0	255.0	0.0	 2
2.5441931650461516e-05	99487.0	256.0	0.0	 2
2.5491584092989237e-05	99485.0	257.0	0.0	 2
2.56336727439245e-05	99483.0	258.0	0.0	 2
2.5685089545893008e-05	99481.0	259.0	0.0	 2
2.5898624609249476e-05	99479.0	260.0	0.0	 2
2.5906037135300872e-05	99477.0	261.0	0.0	 2
2.5980876286581067e-05	99475.0	262.0	0.0	 2
2.6022537916257486e-05	99473.0	263.0	0.0	 2
2.6041359797613395e-05	99471.0	264.0	0.0	 2
2.6065262839716614e-05	99469.0	265.0	0.0	 2
2.6115338105902535e-05	99467.0	266.0	0.0	 2
2.6215765729356637e-05	99465.0	267.0	0.0	 2
2.6219119957061876e-05	99463.0	268.0	0.0	 2
2.6240937520440207e-05	99461.0	269.0	0.0	 2
2.6246135652436515e-05	99459.0	270.0	0.0	 2
2.6255542565294676e-05	99457.0	271.0	0.0	 2
2.6413006076383336e-05	99455.0	272.0	0.0	 2
2.6422207493929836e-05	99453.0	273.0	0.0	 2
2.6502139682892096e-05	99451.0	274.0	0.0	 2
2.6582337365218292e-05	99449.0	275.0	0.0	 2
2.65919909204492e-05	99447.0	276.0	0.0	 2
2.6643144756905907e-05	99445.0	277.0	0.0	 2
2.682275397420338e-05	99443.0	278.0	0.0	 2
2.6855088653028155e-05	99441.0	279.0	0.0	 2
2.688613196471288e-05	99439.0	280.0	0.0	 2
2.696741846463828e-05	99437.0	281.0	0.0	 2
2.6997866988259328e-05	99435.0	282.0	0.0	 2
2.7069481364133982e-05	99433.0	283.0	0.0	 2
2.7086397773980886e-05	99431.0	284.0	0.0	 2
2.737707718469194e-05	99429.0	285.0	0.0	 2
2.7500697053879807e-05	99427.0	286.0	0.0	 2
2.77156769228996e-05	99425.0	287.0	0.0	 2
2.7745603195334596e-05	99423.0	288.0	0.0	 2
2.8052864819301704e-05	99421.0	289.0	0.0	 2
2.8150362160703912e-05	99419.0	290.0	0.0	 2
2.8423565714282404e-05	99417.0	291.0	0.0	 2
2.847283439522559e-05	99415.0	292.0	0.0	 2
2.8610780066750536e-05	99413.0	293.0	0.0	 2
2.8663813037599505e-05	99411.0	294.0	0.0	 2
2.890878794600574e-05	99409.0	295.0	0.0	 2
2.8978957095874687e-05	99407.0	296.0	0.0	 2
2.903497813633751e-05	99405.0	297.0	0.0	 2
2.920558275567716e-05	99403.0	298.0	0.0	 2
2.9293122473200136e-05	99401.0	299.0	0.0	 2
2.93453459955589e-05	99399.0	300.0	0.0	 2
2.9367464095051467e-05	99397.0	301.0	0.0	 2
2.96123725637978e-05	99395.0	302.0	0.0	 2
2.965264354284363e-05	99393.0	303.0	0.0	 2
2.9711343165084213e-05	99391.0	304.0	0.0	 2
2.9801789854927504e-05	99389.0	305.0	0.0	 2
2.996693268090952e-05	99387.0	306.0	0.0	 2
3.0079417009710838e-05	99385.0	307.0	0.0	 2
3.016369337410462e-05	99383.0	308.0	0.0	 2
3.0190180412547498e-05	99381.0	309.0	0.0	 2
3.035122634075036e-05	99379.0	310.0	0.0	 2
3.0369543908899538e-05	99377.0	311.0	0.0	 2
3.0379251373355225e-05	99375.0	312.0	0.0	 2
3.0429561132158032e-05	99373.0	313.0	0.0	 2
3.063435896943808e-05	99371.0	314.0	0.0	 2
3.078446297970554e-05	99369.0	315.0	0.0	 2
3.081061492156757e-05	99367.0	316.0	0.0	 2
3.083315756927138e-05	99365.0	317.0	0.0	 2
3.09145968881931e-05	99363.0	318.0	0.0	 2
3.096465238770759e-05	99361.0	319.0	0.0	 2
3.103646233919971e-05	99359.0	320.0	0.0	 2
3.113980779137588e-05	99357.0	321.0	0.0	 2
3.1303914152060156e-05	99355.0	322.0	0.0	 2
3.133088830900812e-05	99353.0	323.0	0.0	 2
3.138613439690445e-05	99351.0	324.0	0.0	 2
3.141505536345068e-05	99349.0	325.0	0.0	 2
3.149526439338002e-05	99347.0	326.0	0.0	 2
3.154041645880759e-05	99345.0	327.0	0.0	 2
3.176272134160037e-05	99343.0	328.0	0.0	 2
3.186879905541602e-05	99341.0	329.0	0.0	 2
3.1916039325578056e-05	99339.0	330.0	0.0	 2
3.201443265480242e-05	99337.0	331.0	0.0	 2
3.2058082059017564e-05	99335.0	332.0	0.0	 2
3.2107701960035796e-05	99333.0	333.0	0.0	 2
3.222202051743004e-05	99331.0	334.0	0.0	 2
3.228094511993307e-05	99329.0	335.0	0.0	 2
3.2309069325915626e-05	99327.0	336.0	0.0	 2
3.246838304752314e-05	99325.0	337.0	0.0	 2
3.2875520346513896e-05	99323.0	338.0	0.0	 2
3.3087606092410517e-05	99321.0	339.0	0.0	 2
3.332433435771719e-05	99319.0	340.0	0.0	 2
3.340189561841772e-05	99317.0	341.0	0.0	 2
3.340550552655168e-05	99315.0	342.0	0.0	 2
3.3464145805436664e-05	99313.0	343.0	0.0	 2
3.3953283984265545e-05	99311.0	344.0	0.0	 2
3.4157019868389606e-05	99309.0	345.0	0.0	 2
3.4164349514687205e-05	99307.0	346.0	0.0	 2
3.4200676065910724e-05	99305.0	347.0	0.0	 2
3.430974466591921e-05	99303.0	348.0	0.0	 2
3.4592624693591076e-05	99301.0	349.0	0.0	 2
3.461116790368066e-05	99299.0	350.0	0.0	 2
3.467994251099389e-05	99297.0	351.0	0.0	 2
3.489705609583477e-05	99295.0	352.0	0.0	 2
3.4900432290418835e-05	99293.0	353.0	0.0	 2
3.501178649901416e-05	99291.0	354.0	0.0	 2
3.507470479267597e-05	99289.0	355.0	0.0	 2
3.508406597656793e-05	99287.0	356.0	0.0	 2
3.536782628455944e-05	99286.0	356.0	0.0	 1
3.5386499854107354e-05	99284.0	357.0	0.0	 2
3.570561398390383e-05	99282.0	358.0	0.0	 2
3.5764438379093014e-05	99280.0	359.0	0.0	 2
3.581249969902576e-05	99278.0	360.0	0.0	 2
3.5897361348033634e-05	99276.0	361.0	0.0	 2
3.613386097273114e-05	99274.0	362.0	0.0	 2
3.616894825071169e-05	99272.0	363.0	0.0	 2
3.6236686373373444e-05	99270.0	364.0	0.0	 2
3.630496756502213e-05	99268.0	365.0	0.0	 2
3.633214981557636e-05	99266.0	366.0	0.0	 2
3.633677669090505e-05	99264.0	367.0	0.0	 2
3.6461266235938964e-05	99262.0	368.0	0.0	 2
3.6638899186122896e-05	99260.0	369.0	0.0	 2
3.679473715685345e-05	99258.0	370.0	0.0	 2
3.697532183858061e-05	99256.0	371.0	0.0	 2
3.6991614165283245e-05	99254.0	372.0	0.0	 2
3.700239956957492e-05	99252.0	373.0	0.0	 2
3.706912436529617e-05	99250.0	374.0	0.0	 2
3.7090875032981666e-05	99248.0	375.0	0.0	 2
3.721979262073766e-05	99246.0	376.0	0.0	 2
3.741261658519907e-05	99244.0	377.0	0.0	 2
3.754046175813603e-05	99242.0	378.0	0.0	 2
3.81023724295274e-05	99240.0	379.0	0.0	 2
3.8176218016393155e-05	99239.0	379.0	0.0	 1
3.8176907068596966e-05	99237.0	380.0	0.0	 2
3.8227026000678544e-05	99235.0	381.0	0.0	 2
3.82617988240451e-05	99233.0	382.0	0.0	 2
3.836354882274164e-05	99231.0	383.0	0.0	 2
3.8370891412405486e-05	99229.0	384.0	0.0	 2
3.840632703263995e-05	99227.0	385.0	0.0	 2
3.8514657406911736e-05	99225.0	386.0	0.0	 2
3.8584171992108146e-05	99223.0	387.0	0.0	 2
3.8643007255427896e-05	99221.0	388.0	0.0	 2
3.864823516299547e-05	99219.0	389.0	0.0	 2
3.8705291712640944e-05	99217.0	390.0	0.0	 2
3.875765764950636e-05	99215.0	391.0	0.0	 2
3.9094026264426014e-05	99213.0	392.0	0.0	 2
3.928227282367807e-05	99211.0	393.0	0.0	 2
3.9330039173450065e-05	99209.0	394.0	0.0	 2
3.9440679231995046e-05	99207.0	395.0	0.0	 2
3.950218741096196e-05	99205.0	396.0	0.0	 2
3.9519559228888057e-05	99203.0	397.0	0.0	 2
3.959875849021599e-05	99201.0	398.0	0.0	 2
3.967642296603209e-05	99199.0	399.0	0.0	 2
3.970868098420984e-05	99197.0	400.0	0.0	 2
3.9748383962488844e-05	99195.0	401.0	0.0	 2
3.98591889644434e-05	99193.0	402.0	0.0	 2
4.0105550869793936e-05	99191.0	403.0	0.0	 2
4.018872225377839e-05	99189.0	404.0	0.0	 2
4.0249605452113304e-05	99187.0	405.0	0.0	 2
4.033966123484606e-05	99185.0	406.0	0.0	 2
4.036239530696705e-05	99183.0	407.0	0.0	 2
4.038505142167924e-05	99181.0	408.0	0.0	 2
4.0754474061526975e-05	99179.0	409.0	0.0	 2
4.0825082585953406e-05	99177.0	410.0	0.0	 2
4.087922769553734e-05	99175.0	411.0	0.0	 2
4.092273343165111e-05	99173.0	412.0	0.0	 2
4.1130211579426126e-05	99171.0	413.0	0.0	 2
4.132444668660383e-05	99169.0	414.0	0.0	 2
4.136669050284406e-05	99167.0	415.0	0.0	 2
4.14904902391701e-05	99165.0	416.0	0.0	 2
4.1671986744971886e-05	99163.0	417.0	0.0	 2
4.1856819538223994e-05	99161.0	418.0	0.0	 2
4.1979040235762895e-05	99159.0	419.0	0.0	 2
4.222862938737297e-05	99157.0	420.0	0.0	 2
4.2250225878174546e-05	99155.0	421.0	0.0	 2
4.2428887736119554e-05	99153.0	422.0	0.0	 2
4.243125496581393e-05	99151.0	423.0	0.0	 2
4.253376426968169e-05	99149.0	424.0	0.0	 2
4.2539225270504806e-05	99147.0	425.0	0.0	 2
4.288427839612822e-05	99145.0	426.0	0.0	 2
4.3051120179332684e-05	99143.0	427.0	0.0	 2
4.3195045572274906e-05	99141.0	428.0	0.0	 2
4.332269167085609e-05	99139.0	429.0	0.0	 2
4.355540648854914e-05	99137.0	430.0	0.0	 2
4.3697106572167505e-05	99135.0	431.0	0.0	 2
4.383969683094005e-05	99133.0	432.0	0.0	 2
4.401852477872918e-05	99131.0	433.0	0.0	 2
4.40367270738248e-05	99129.0	434.0	0.0	 2
4.4214278718237394e-05	99127.0	435.0	0.0	 2
4.441355721593802e-05	99125.0	436.0	0.0	 2
4.456567671329299e-05	99123.0	437.0	0.0	 2
4.464850396377151e-05	99121.0	438.0	0.0	 2
4.471665301538695e-05	99119.0	439.0	0.0	 2
4.473618352018094e-05	99117.0	440.0	0.0	 2
4.486033936171852e-05	99115.0	441.0	0.0	 2
4.492518732290549e-05	99113.0	442.0	0.0	 2
4.498586462803555e-05	99111.0	443.0	0.0	 2
4.521847293725607e-05	99109.0	444.0	0.0	 2
4.527714292712034e-05	99107.0	445.0	0.0	 2
4.543522364949465e-05	99105.0	446.0	0.0	 2
4.5556690189692733e-05	99103.0	447.0	0.0	 2
4.572456858955281e-05	99101.0	448.0	0.0	 2
4.584103066798431e-05	99099.0	449.0	0.0	 2
4.597002036738712e-05	99097.0	450.0	0.0	 2
4.60434434195161e-05	99095.0	451.0	0.0	 2
4.619056469475292e-05	99093.0	452.0	0.0	 2
4.6217254868563e-05	99091.0	453.0	0.0	 2
4.63018326574089e-05	99089.0	454.0	0.0	 2
4.6316372959762956e-05	99087.0	455.0	0.0	 2
4.644760833355768e-05	99085.0	456.0	0.0	 2
4.656222390492886e-05	99083.0	457.0	0.0	 2
4.656387364612776e-05	99081.0	458.0	0.0	 2
4.6567051412526976e-05	99079.0	459.0	0.0	 2
4.665631922044665e-05	99077.0	460.0	0.0	 2
4.670875845980901e-05	99075.0	461.0	0.0	 2
4.6731978242833096e-05	99073.0	462.0	0.0	 2
4.691037075051961e-05	99071.0	463.0	0.0	 2
4.69663263040669e-05	99069.0	464.0	0.0	 2
4.708643559693907e-05	99067.0	465.0	0.0	 2
4.7124166051159854e-05	99065.0	466.0	0.0	 2
4.71516660944672e-05	99063.0	467.0	0.0	 2
4.723348132048153e-05	99061.0	468.0	0.0	 2
4.7431967883949624e-05	99059.0	469.0	0.0	 2
4.750946216600957e-05	99057.0	470.0	0.0	 2
4.76891260207737e-05	99055.0	471.0	0.0	 2
4.7777863959258776e-05	99053.0	472.0	0.0	 2
4.784769767104162e-05	99051.0	473.0	0.0	 2
4.793312020050934e-05	99049.0	474.0	0.0	 2
4.795951011911544e-05	99047.0	475.0	0.0	 2
4.796375347240066e-05	99045.0	476.0	0.0	 2
4.796792907492442e-05	99043.0	477.0	0.0	 2
4.8149465481191145e-05	99041.0	478.0	0.0	 2
4.830823909764697e-05	99039.0	479.0	0.0	 2
4.843892045091368e-05	99037.0	480.0	0.0	 2
4.8476363713502216e-05	99035.0	481.0	0.0	 2
4.856157555057076e-05	99033.0	482.0	0.0	 2
4.861649811035511e-05	99031.0	483.0	0.0	 2
4.872275345758619e-05	99029.0	484.0	0.0	 2
4.888003511194473e-05	99027.0	485.0	0.0	 2
4.901533128803882e-05	99025.0	486.0	0.0	 2
4.920446186900883e-05	99023.0	487.0	0.0	 2
4.9314706359894725e-05	99021.0	488.0	0.0	 2
4.932477090145059e-05	99019.0	489.0	0.0	 2
4.933986380415068e-05	99017.0	490.0	0.0	 2
4.941991698225756e-05	99015.0	491.0	0.0	 2
4.944382708960665e-05	99013.0	492.0	0.0	 2
4.954489492945269e-05	99011.0	493.0	0.0	 2
4.954954492356814e-05	99009.0	494.0	0.0	 2
4.9618966264639867e-05	99007.0	495.0	0.0	 2
4.971410616121838e-05	99005.0	496.0	0.0	 2
4.9732557826724846e-05	99003.0	497.0	0.0	 2
4.9750539039806026e-05	99001.0	498.0	0.0	 2
4.991515093347433e-05	98999.0	499.0	0.0	 2
4.9933067079516324e-05	98997.0	500.0	0.0	 2
4.9975468428355724e-05	98995.0	501.0	0.0	 2
5.000586528940628e-05	98993.0	502.0	0.0	 2
5.005803428697522e-05	98991.0	503.0	0.0	 2
